trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",25,0,-172.05168764372718,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.9801}",25,0,-86.37154517511388,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.970299}",20,0,-15.358074004390282,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.96059601}",25,0,-80.66189032862292,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",25,0,-179.2872119709986,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.941480149401}",20,0,-111.60621660024596,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",20,0,-70.66597369023641,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9227446944279201}",25,7,-62.046456480847176,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.9135172474836408}",25,0,-158.05068627835126,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
10,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-99.79108154913088,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587164}",25,0,-144.83624634676758,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.8863848717161292}",20,0,-84.22269891258478,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",20,0,-3.4288305269901316,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.8687458127689782}",20,15,1.3492905254605567,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.5, 'e': 0.8600583546412884}",20,0,-50.9161538309686,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948755}",25,0,-100.71829024369555,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,-99.46005269256607,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500875}",30,0,-80.21029023641883,"{0: 17, 1: 6, 2: 7, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355866}",25,0,-110.92352932977306,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972308}",30,0,-24.559593464069014,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212584}",25,0,-28.45479894970807,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390459}",25,0,-118.27443916568858,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.7936142836436554}",20,0,-47.034587074228845,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",25,15,-29.012588011440926,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
25,False,"{'a': 0.5, 'e': 0.7778213593991467}",20,12,-0.3638956195494987,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",25,0,-35.87128202413029,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",30,0,-114.10958682242132,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",20,0,-141.38709470054792,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,1,-59.563895538076245,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",25,0,-85.94886042374561,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543975}",35,0,-123.18173908153612,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 3}",0
32,False,"{'a': 0.5, 'e': 0.7249803359578535}",30,16,-71.09259916615441,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
33,False,"{'a': 0.5, 'e': 0.7177305325982749}",25,0,-17.038359678042706,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",30,22,0.8807085251761833,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",25,0,-29.968448291405018,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-100.86695804476358,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690778}",25,3,-95.13769476122418,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 1}",1
38,False,"{'a': 0.5, 'e': 0.682554595010387}",30,19,-3.6456746761298984,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,0,-6.277932190700571,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",20,0,-52.689946061356366,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,20,10.648014751800426,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",20,0,-57.76967702937652,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,18,-0.9378930690106477,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",25,15,6.678815378382602,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",30,4,0.82520398113171,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,0,-22.93507644137482,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.6235253948912}",30,0,-218.93063950481732,"{0: 18, 1: 4, 2: 2, 3: 2, 4: 4}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",20,0,-48.10982578077176,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.611117239532865}",20,2,-96.51289895665829,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
50,False,"{'a': 0.5, 'e': 0.6050060671375364}",25,2,18.009410305154486,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.598956006466161}",20,0,-72.77725282489291,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",20,2,-106.59312700267733,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 3}",1
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,0,27.78989824112586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",25,0,-118.59948674787374,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",30,0,-34.80975771306446,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,0,-48.796329334493166,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523875}",30,0,-137.06296817588756,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
58,False,"{'a': 0.5, 'e': 0.5582661385478637}",20,0,-67.04189730220945,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",25,0,-33.80130823798999,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",25,9,-82.77826355013451,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",20,0,-33.234232654621735,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.536268225207185}",20,7,8.414552038233353,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,5,-38.790691494334105,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,15,8.709645672815693,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",25,0,-71.77272636004756,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",35,0,-48.6152770146286,"{0: 28, 1: 3, 2: 3, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",30,0,-66.18624801615702,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",20,0,-51.53210744661398,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,16,8.898314545920424,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",20,9,-65.56239907362698,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",25,2,-40.75436700064025,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,0,-50.63667222084862,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",25,0,5.5810533638406685,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.47534004200570695}",20,0,-7.982725921701138,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.4705866415856499}",20,13,5.374882953378575,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.46588077516979337}",35,0,-88.96730421597718,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.46122196741809546}",25,18,-5.702987114042935,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.4566097477439145}",20,11,13.52303520865556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.45204365026647536}",20,4,-16.087064495041705,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.4475232137638106}",25,8,-5.423429911969431,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.4430479816261725}",25,13,-9.731608199314092,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.43861750180991077}",35,17,-26.219743880892043,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.43423132679181164}",35,1,-89.68412651092763,"{0: 25, 1: 4, 2: 3, 3: 0, 4: 2}",1
84,False,"{'a': 0.5, 'e': 0.4298890135238935}",20,16,8.578948852522068,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.4255901233886546}",20,9,-34.17368176052127,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.421334222154768}",25,15,-23.902316092548073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322033}",20,16,5.614334419052364,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41294967113388814}",30,8,1.339963022383571,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254925}",20,9,5.207466472206767,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.4047319726783238}",20,0,6.699366927661089,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.40068465295154054}",35,25,-24.021128643062635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.3966778064220251}",20,0,-55.653450131244135,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
